timestamp,facility_id,facility_name,energy_kwh_per_wafer,cleanroom_energy_kwh,equipment_utilization,peak_energy_pct,hazardous_waste_kg,chemical_recycling_rate,solvent_recovery_rate,waste_compliance_pct,air_filtration_efficiency,particle_count,temp_humidity_energy_kwh,cleanroom_class,upw_consumption_m3,water_recycling_rate,wastewater_treatment_efficiency,water_per_wafer_l,scope1_tco2e,scope2_tco2e,scope3_tco2e,renewable_pct
2025-09-06,F2,Austin Fab,373.33,67666.67,74.17,34.83,5566.67,44.33,58.33,92.17,97.23,89.33,30833.33,69.0,2291.67,48.33,82.33,448.33,1991.67,3383.33,15450.0,14.17
2025-09-07,F2,Austin Fab,373.0,67600.0,74.2,34.8,5560.0,44.4,58.4,92.2,97.24,89.2,30800.0,68.8,2290.0,48.4,82.4,448.0,1990.0,3380.0,15440.0,14.2
2025-09-08,F2,Austin Fab,372.67,67533.33,74.23,34.77,5553.33,44.47,58.47,92.23,97.25,89.07,30766.67,68.6,2288.33,48.47,82.47,447.67,1988.33,3376.67,15430.0,14.23
2025-09-09,F2,Austin Fab,372.33,67466.67,74.27,34.73,5546.67,44.53,58.53,92.27,97.25,88.93,30733.33,68.4,2286.67,48.53,82.53,447.33,1986.67,3373.33,15420.0,14.27
2025-09-10,F2,Austin Fab,372.0,67400.0,74.3,34.7,5540.0,44.6,58.6,92.3,97.26,88.8,30700.0,68.2,2285.0,48.6,82.6,447.0,1985.0,3370.0,15410.0,14.3
2025-09-11,F2,Austin Fab,371.67,67333.33,74.33,34.67,5533.33,44.67,58.67,92.33,97.27,88.67,30666.67,68.0,2283.33,48.67,82.67,446.67,1983.33,3366.67,15400.0,14.33
2025-09-12,F2,Austin Fab,371.33,67266.67,74.37,34.63,5526.67,44.73,58.73,92.37,97.27,88.53,30633.33,67.8,2281.67,48.73,82.73,446.33,1981.67,3363.33,15390.0,14.37
2025-09-13,F2,Austin Fab,371.0,67200.0,74.4,34.6,5520.0,44.8,58.8,92.4,97.28,88.4,30600.0,67.6,2280.0,48.8,82.8,446.0,1980.0,3360.0,15380.0,14.4
2025-09-14,F2,Austin Fab,370.67,67133.33,74.43,34.57,5513.33,44.87,58.87,92.43,97.29,88.27,30566.67,67.4,2278.33,48.87,82.87,445.67,1978.33,3356.67,15370.0,14.43
2025-09-15,F2,Austin Fab,370.33,67066.67,74.47,34.53,5506.67,44.93,58.93,92.47,97.29,88.13,30533.33,67.2,2276.67,48.93,82.93,445.33,1976.67,3353.33,15360.0,14.47
2025-09-16,F2,Austin Fab,370.0,67000.0,74.5,34.5,5500.0,45.0,59.0,92.5,97.3,88.0,30500.0,67.0,2275.0,49.0,83.0,445.0,1975.0,3350.0,15350.0,14.5
2025-09-17,F2,Austin Fab,369.67,66933.33,74.53,34.47,5493.33,45.07,59.07,92.53,97.31,87.87,30466.67,66.8,2273.33,49.07,83.07,444.67,1973.33,3346.67,15340.0,14.53
2025-09-18,F2,Austin Fab,369.33,66866.67,74.57,34.43,5486.67,45.13,59.13,92.57,97.31,87.73,30433.33,66.6,2271.67,49.13,83.13,444.33,1971.67,3343.33,15330.0,14.57
2025-09-19,F2,Austin Fab,369.0,66800.0,74.6,34.4,5480.0,45.2,59.2,92.6,97.32,87.6,30400.0,66.4,2270.0,49.2,83.2,444.0,1970.0,3340.0,15320.0,14.6
2025-09-20,F2,Austin Fab,368.67,66733.33,74.63,34.37,5473.33,45.27,59.27,92.63,97.33,87.47,30366.67,66.2,2268.33,49.27,83.27,443.67,1968.33,3336.67,15310.0,14.63
2025-09-21,F2,Austin Fab,368.33,66666.67,74.67,34.33,5466.67,45.33,59.33,92.67,97.33,87.33,30333.33,66.0,2266.67,49.33,83.33,443.33,1966.67,3333.33,15300.0,14.67
2025-09-22,F2,Austin Fab,368.0,66600.0,74.7,34.3,5460.0,45.4,59.4,92.7,97.34,87.2,30300.0,65.8,2265.0,49.4,83.4,443.0,1965.0,3330.0,15290.0,14.7
2025-09-23,F2,Austin Fab,367.67,66533.33,74.73,34.27,5453.33,45.47,59.47,92.73,97.35,87.07,30266.67,65.6,2263.33,49.47,83.47,442.67,1963.33,3326.67,15280.0,14.73
2025-09-24,F2,Austin Fab,367.33,66466.67,74.77,34.23,5446.67,45.53,59.53,92.77,97.35,86.93,30233.33,65.4,2261.67,49.53,83.53,442.33,1961.67,3323.33,15270.0,14.77
2025-09-25,F2,Austin Fab,367.0,66400.0,74.8,34.2,5440.0,45.6,59.6,92.8,97.36,86.8,30200.0,65.2,2260.0,49.6,83.6,442.0,1960.0,3320.0,15260.0,14.8
2025-09-26,F2,Austin Fab,366.67,66333.33,74.83,34.17,5433.33,45.67,59.67,92.83,97.37,86.67,30166.67,65.0,2258.33,49.67,83.67,441.67,1958.33,3316.67,15250.0,14.83
2025-09-27,F2,Austin Fab,366.33,66266.67,74.87,34.13,5426.67,45.73,59.73,92.87,97.37,86.53,30133.33,64.8,2256.67,49.73,83.73,441.33,1956.67,3313.33,15240.0,14.87
2025-09-28,F2,Austin Fab,366.0,66200.0,74.9,34.1,5420.0,45.8,59.8,92.9,97.38,86.4,30100.0,64.6,2255.0,49.8,83.8,441.0,1955.0,3310.0,15230.0,14.9
2025-09-29,F2,Austin Fab,365.67,66133.33,74.93,34.07,5413.33,45.87,59.87,92.93,97.39,86.27,30066.67,64.4,2253.33,49.87,83.87,440.67,1953.33,3306.67,15220.0,14.93
2025-09-30,F2,Austin Fab,365.33,66066.67,74.97,34.03,5406.67,45.93,59.93,92.97,97.39,86.13,30033.33,64.2,2251.67,49.93,83.93,440.33,1951.67,3303.33,15210.0,14.97
2025-10-01,F2,Austin Fab,365.0,66000.0,75.0,34.0,5400.0,46.0,60.0,93.0,97.4,86.0,30000.0,64.0,2250.0,50.0,84.0,440.0,1950.0,3300.0,15200.0,15.0
2025-10-02,F2,Austin Fab,364.68,65935.48,75.06,33.94,5395.16,46.06,60.06,93.03,97.41,85.81,29974.19,63.81,2247.74,50.1,84.06,439.68,1947.74,3296.13,15190.32,15.03
2025-10-03,F2,Austin Fab,364.35,65870.97,75.13,33.87,5390.32,46.13,60.13,93.06,97.41,85.61,29948.39,63.61,2245.48,50.19,84.13,439.35,1945.48,3292.26,15180.65,15.06
2025-10-04,F2,Austin Fab,364.03,65806.45,75.19,33.81,5385.48,46.19,60.19,93.1,97.42,85.42,29922.58,63.42,2243.23,50.29,84.19,439.03,1943.23,3288.39,15170.97,15.1
2025-10-05,F2,Austin Fab,363.71,65741.94,75.26,33.74,5380.65,46.26,60.26,93.13,97.43,85.23,29896.77,63.23,2240.97,50.39,84.26,438.71,1940.97,3284.52,15161.29,15.13
2025-10-06,F2,Austin Fab,363.39,65677.42,75.32,33.68,5375.81,46.32,60.32,93.16,97.43,85.03,29870.97,63.03,2238.71,50.48,84.32,438.39,1938.71,3280.65,15151.61,15.16
2025-10-07,F2,Austin Fab,363.06,65612.9,75.39,33.61,5370.97,46.39,60.39,93.19,97.44,84.84,29845.16,62.84,2236.45,50.58,84.39,438.06,1936.45,3276.77,15141.94,15.19
2025-10-08,F2,Austin Fab,362.74,65548.39,75.45,33.55,5366.13,46.45,60.45,93.23,97.45,84.65,29819.35,62.65,2234.19,50.68,84.45,437.74,1934.19,3272.9,15132.26,15.23
2025-10-09,F2,Austin Fab,362.42,65483.87,75.52,33.48,5361.29,46.52,60.52,93.26,97.45,84.45,29793.55,62.45,2231.94,50.77,84.52,437.42,1931.94,3269.03,15122.58,15.26
2025-10-10,F2,Austin Fab,362.1,65419.35,75.58,33.42,5356.45,46.58,60.58,93.29,97.46,84.26,29767.74,62.26,2229.68,50.87,84.58,437.1,1929.68,3265.16,15112.9,15.29
2025-10-11,F2,Austin Fab,361.77,65354.84,75.65,33.35,5351.61,46.65,60.65,93.32,97.46,84.06,29741.94,62.06,2227.42,50.97,84.65,436.77,1927.42,3261.29,15103.23,15.32
2025-10-12,F2,Austin Fab,361.45,65290.32,75.71,33.29,5346.77,46.71,60.71,93.35,97.47,83.87,29716.13,61.87,2225.16,51.06,84.71,436.45,1925.16,3257.42,15093.55,15.35
2025-10-13,F2,Austin Fab,361.13,65225.81,75.77,33.23,5341.94,46.77,60.77,93.39,97.48,83.68,29690.32,61.68,2222.9,51.16,84.77,436.13,1922.9,3253.55,15083.87,15.39
2025-10-14,F2,Austin Fab,360.81,65161.29,75.84,33.16,5337.1,46.84,60.84,93.42,97.48,83.48,29664.52,61.48,2220.65,51.26,84.84,435.81,1920.65,3249.68,15074.19,15.42
2025-10-15,F2,Austin Fab,360.48,65096.77,75.9,33.1,5332.26,46.9,60.9,93.45,97.49,83.29,29638.71,61.29,2218.39,51.35,84.9,435.48,1918.39,3245.81,15064.52,15.45
2025-10-16,F2,Austin Fab,360.16,65032.26,75.97,33.03,5327.42,46.97,60.97,93.48,97.5,83.1,29612.9,61.1,2216.13,51.45,84.97,435.16,1916.13,3241.94,15054.84,15.48
2025-10-17,F2,Austin Fab,359.84,64967.74,76.03,32.97,5322.58,47.03,61.03,93.52,97.5,82.9,29587.1,60.9,2213.87,51.55,85.03,434.84,1913.87,3238.06,15045.16,15.52
2025-10-18,F2,Austin Fab,359.52,64903.23,76.1,32.9,5317.74,47.1,61.1,93.55,97.51,82.71,29561.29,60.71,2211.61,51.65,85.1,434.52,1911.61,3234.19,15035.48,15.55
2025-10-19,F2,Austin Fab,359.19,64838.71,76.16,32.84,5312.9,47.16,61.16,93.58,97.52,82.52,29535.48,60.52,2209.35,51.74,85.16,434.19,1909.35,3230.32,15025.81,15.58
2025-10-20,F2,Austin Fab,358.87,64774.19,76.23,32.77,5308.06,47.23,61.23,93.61,97.52,82.32,29509.68,60.32,2207.1,51.84,85.23,433.87,1907.1,3226.45,15016.13,15.61
2025-10-21,F2,Austin Fab,358.55,64709.68,76.29,32.71,5303.23,47.29,61.29,93.65,97.53,82.13,29483.87,60.13,2204.84,51.94,85.29,433.55,1904.84,3222.58,15006.45,15.65
2025-10-22,F2,Austin Fab,358.23,64645.16,76.35,32.65,5298.39,47.35,61.35,93.68,97.54,81.94,29458.06,59.94,2202.58,52.03,85.35,433.23,1902.58,3218.71,14996.77,15.68
2025-10-23,F2,Austin Fab,357.9,64580.65,76.42,32.58,5293.55,47.42,61.42,93.71,97.54,81.74,29432.26,59.74,2200.32,52.13,85.42,432.9,1900.32,3214.84,14987.1,15.71
2025-10-24,F2,Austin Fab,357.58,64516.13,76.48,32.52,5288.71,47.48,61.48,93.74,97.55,81.55,29406.45,59.55,2198.06,52.23,85.48,432.58,1898.06,3210.97,14977.42,15.74
2025-10-25,F2,Austin Fab,357.26,64451.61,76.55,32.45,5283.87,47.55,61.55,93.77,97.55,81.35,29380.65,59.35,2195.81,52.32,85.55,432.26,1895.81,3207.1,14967.74,15.77
2025-10-26,F2,Austin Fab,356.94,64387.1,76.61,32.39,5279.03,47.61,61.61,93.81,97.56,81.16,29354.84,59.16,2193.55,52.42,85.61,431.94,1893.55,3203.23,14958.06,15.81
2025-10-27,F2,Austin Fab,356.61,64322.58,76.68,32.32,5274.19,47.68,61.68,93.84,97.57,80.97,29329.03,58.97,2191.29,52.52,85.68,431.61,1891.29,3199.35,14948.39,15.84
2025-10-28,F2,Austin Fab,356.29,64258.06,76.74,32.26,5269.35,47.74,61.74,93.87,97.57,80.77,29303.23,58.77,2189.03,52.61,85.74,431.29,1889.03,3195.48,14938.71,15.87
2025-10-29,F2,Austin Fab,355.97,64193.55,76.81,32.19,5264.52,47.81,61.81,93.9,97.58,80.58,29277.42,58.58,2186.77,52.71,85.81,430.97,1886.77,3191.61,14929.03,15.9
2025-10-30,F2,Austin Fab,355.65,64129.03,76.87,32.13,5259.68,47.87,61.87,93.94,97.59,80.39,29251.61,58.39,2184.52,52.81,85.87,430.65,1884.52,3187.74,14919.35,15.94
2025-10-31,F2,Austin Fab,355.32,64064.52,76.94,32.06,5254.84,47.94,61.94,93.97,97.59,80.19,29225.81,58.19,2182.26,52.9,85.94,430.32,1882.26,3183.87,14909.68,15.97
2025-11-01,F2,Austin Fab,355.0,64000.0,77.0,32.0,5250.0,48.0,62.0,94.0,97.6,80.0,29200.0,58.0,2180.0,53.0,86.0,430.0,1880.0,3180.0,14900.0,16.0
2025-11-02,F2,Austin Fab,354.67,63933.33,77.07,31.93,5245.0,48.1,62.1,94.03,97.61,79.8,29176.67,57.8,2177.33,53.07,86.07,429.67,1877.33,3175.67,14890.0,16.07
2025-11-03,F2,Austin Fab,354.33,63866.67,77.13,31.87,5240.0,48.2,62.2,94.07,97.61,79.6,29153.33,57.6,2174.67,53.13,86.13,429.33,1874.67,3171.33,14880.0,16.13
2025-11-04,F2,Austin Fab,354.0,63800.0,77.2,31.8,5235.0,48.3,62.3,94.1,97.62,79.4,29130.0,57.4,2172.0,53.2,86.2,429.0,1872.0,3167.0,14870.0,16.2
2025-11-05,F2,Austin Fab,353.67,63733.33,77.27,31.73,5230.0,48.4,62.4,94.13,97.63,79.2,29106.67,57.2,2169.33,53.27,86.27,428.67,1869.33,3162.67,14860.0,16.27
2025-11-06,F2,Austin Fab,353.33,63666.67,77.33,31.67,5225.0,48.5,62.5,94.17,97.63,79.0,29083.33,57.0,2166.67,53.33,86.33,428.33,1866.67,3158.33,14850.0,16.33
2025-11-07,F2,Austin Fab,353.0,63600.0,77.4,31.6,5220.0,48.6,62.6,94.2,97.64,78.8,29060.0,56.8,2164.0,53.4,86.4,428.0,1864.0,3154.0,14840.0,16.4
2025-11-08,F2,Austin Fab,352.67,63533.33,77.47,31.53,5215.0,48.7,62.7,94.23,97.65,78.6,29036.67,56.6,2161.33,53.47,86.47,427.67,1861.33,3149.67,14830.0,16.47
2025-11-09,F2,Austin Fab,352.33,63466.67,77.53,31.47,5210.0,48.8,62.8,94.27,97.65,78.4,29013.33,56.4,2158.67,53.53,86.53,427.33,1858.67,3145.33,14820.0,16.53
2025-11-10,F2,Austin Fab,352.0,63400.0,77.6,31.4,5205.0,48.9,62.9,94.3,97.66,78.2,28990.0,56.2,2156.0,53.6,86.6,427.0,1856.0,3141.0,14810.0,16.6
2025-11-11,F2,Austin Fab,351.67,63333.33,77.67,31.33,5200.0,49.0,63.0,94.33,97.67,78.0,28966.67,56.0,2153.33,53.67,86.67,426.67,1853.33,3136.67,14800.0,16.67
2025-11-12,F2,Austin Fab,351.33,63266.67,77.73,31.27,5195.0,49.1,63.1,94.37,97.67,77.8,28943.33,55.8,2150.67,53.73,86.73,426.33,1850.67,3132.33,14790.0,16.73
2025-11-13,F2,Austin Fab,351.0,63200.0,77.8,31.2,5190.0,49.2,63.2,94.4,97.68,77.6,28920.0,55.6,2148.0,53.8,86.8,426.0,1848.0,3128.0,14780.0,16.8
2025-11-14,F2,Austin Fab,350.67,63133.33,77.87,31.13,5185.0,49.3,63.3,94.43,97.69,77.4,28896.67,55.4,2145.33,53.87,86.87,425.67,1845.33,3123.67,14770.0,16.87
2025-11-15,F2,Austin Fab,350.33,63066.67,77.93,31.07,5180.0,49.4,63.4,94.47,97.69,77.2,28873.33,55.2,2142.67,53.93,86.93,425.33,1842.67,3119.33,14760.0,16.93
2025-11-16,F2,Austin Fab,350.0,63000.0,78.0,31.0,5175.0,49.5,63.5,94.5,97.7,77.0,28850.0,55.0,2140.0,54.0,87.0,425.0,1840.0,3115.0,14750.0,17.0
2025-11-17,F2,Austin Fab,349.67,62933.33,78.07,30.93,5170.0,49.6,63.6,94.53,97.71,76.8,28826.67,54.8,2137.33,54.07,87.07,424.67,1837.33,3110.67,14740.0,17.07
2025-11-18,F2,Austin Fab,349.33,62866.67,78.13,30.87,5165.0,49.7,63.7,94.57,97.71,76.6,28803.33,54.6,2134.67,54.13,87.13,424.33,1834.67,3106.33,14730.0,17.13
2025-11-19,F2,Austin Fab,349.0,62800.0,78.2,30.8,5160.0,49.8,63.8,94.6,97.72,76.4,28780.0,54.4,2132.0,54.2,87.2,424.0,1832.0,3102.0,14720.0,17.2
2025-11-20,F2,Austin Fab,348.67,62733.33,78.27,30.73,5155.0,49.9,63.9,94.63,97.73,76.2,28756.67,54.2,2129.33,54.27,87.27,423.67,1829.33,3097.67,14710.0,17.27
2025-11-21,F2,Austin Fab,348.33,62666.67,78.33,30.67,5150.0,50.0,64.0,94.67,97.73,76.0,28733.33,54.0,2126.67,54.33,87.33,423.33,1826.67,3093.33,14700.0,17.33
2025-11-22,F2,Austin Fab,348.0,62600.0,78.4,30.6,5145.0,50.1,64.1,94.7,97.74,75.8,28710.0,53.8,2124.0,54.4,87.4,423.0,1824.0,3089.0,14690.0,17.4
2025-11-23,F2,Austin Fab,347.67,62533.33,78.47,30.53,5140.0,50.2,64.2,94.73,97.75,75.6,28686.67,53.6,2121.33,54.47,87.47,422.67,1821.33,3084.67,14680.0,17.47
2025-11-24,F2,Austin Fab,347.33,62466.67,78.53,30.47,5135.0,50.3,64.3,94.77,97.75,75.4,28663.33,53.4,2118.67,54.53,87.53,422.33,1818.67,3080.33,14670.0,17.53
2025-11-25,F2,Austin Fab,347.0,62400.0,78.6,30.4,5130.0,50.4,64.4,94.8,97.76,75.2,28640.0,53.2,2116.0,54.6,87.6,422.0,1816.0,3076.0,14660.0,17.6
2025-11-26,F2,Austin Fab,346.67,62333.33,78.67,30.33,5125.0,50.5,64.5,94.83,97.77,75.0,28616.67,53.0,2113.33,54.67,87.67,421.67,1813.33,3071.67,14650.0,17.67
2025-11-27,F2,Austin Fab,346.33,62266.67,78.73,30.27,5120.0,50.6,64.6,94.87,97.77,74.8,28593.33,52.8,2110.67,54.73,87.73,421.33,1810.67,3067.33,14640.0,17.73
2025-11-28,F2,Austin Fab,346.0,62200.0,78.8,30.2,5115.0,50.7,64.7,94.9,97.78,74.6,28570.0,52.6,2108.0,54.8,87.8,421.0,1808.0,3063.0,14630.0,17.8
2025-11-29,F2,Austin Fab,345.67,62133.33,78.87,30.13,5110.0,50.8,64.8,94.93,97.79,74.4,28546.67,52.4,2105.33,54.87,87.87,420.67,1805.33,3058.67,14620.0,17.87
2025-11-30,F2,Austin Fab,345.33,62066.67,78.93,30.07,5105.0,50.9,64.9,94.97,97.79,74.2,28523.33,52.2,2102.67,54.93,87.93,420.33,1802.67,3054.33,14610.0,17.93
2025-12-01,F2,Austin Fab,345.0,62000.0,79.0,30.0,5100.0,51.0,65.0,95.0,97.8,74.0,28500.0,52.0,2100.0,55.0,88.0,420.0,1800.0,3050.0,14600.0,18.0
2025-12-02,F2,Austin Fab,344.68,61935.48,79.03,29.94,5095.16,51.1,65.06,95.0,97.81,73.87,28467.74,51.81,2098.39,55.1,88.06,419.52,1797.42,3045.81,14588.71,18.06
2025-12-03,F2,Austin Fab,344.35,61870.97,79.06,29.87,5090.32,51.19,65.13,95.0,97.81,73.74,28435.48,51.61,2096.77,55.19,88.13,419.03,1794.84,3041.61,14577.42,18.13
2025-12-04,F2,Austin Fab,344.03,61806.45,79.1,29.81,5085.48,51.29,65.19,95.0,97.82,73.61,28403.23,51.42,2095.16,55.29,88.19,418.55,1792.26,3037.42,14566.13,18.19
2025-12-05,F2,Austin Fab,343.71,61741.94,79.13,29.74,5080.65,51.39,65.26,95.0,97.83,73.48,28370.97,51.23,2093.55,55.39,88.26,418.06,1789.68,3033.23,14554.84,18.26
2025-12-06,F2,Austin Fab,343.39,61677.42,79.16,29.68,5075.81,51.48,65.32,95.0,97.83,73.35,28338.71,51.03,2091.94,55.48,88.32,417.58,1787.1,3029.03,14543.55,18.32
2025-12-07,F2,Austin Fab,343.06,61612.9,79.19,29.61,5070.97,51.58,65.39,95.0,97.84,73.23,28306.45,50.84,2090.32,55.58,88.39,417.1,1784.52,3024.84,14532.26,18.39
2025-12-08,F2,Austin Fab,342.74,61548.39,79.23,29.55,5066.13,51.68,65.45,95.0,97.85,73.1,28274.19,50.65,2088.71,55.68,88.45,416.61,1781.94,3020.65,14520.97,18.45
2025-12-09,F2,Austin Fab,342.42,61483.87,79.26,29.48,5061.29,51.77,65.52,95.0,97.85,72.97,28241.94,50.45,2087.1,55.77,88.52,416.13,1779.35,3016.45,14509.68,18.52
2025-12-10,F2,Austin Fab,342.1,61419.35,79.29,29.42,5056.45,51.87,65.58,95.0,97.86,72.84,28209.68,50.26,2085.48,55.87,88.58,415.65,1776.77,3012.26,14498.39,18.58
2025-12-11,F2,Austin Fab,341.77,61354.84,79.32,29.35,5051.61,51.97,65.65,95.0,97.86,72.71,28177.42,50.06,2083.87,55.97,88.65,415.16,1774.19,3008.06,14487.1,18.65
2025-12-12,F2,Austin Fab,341.45,61290.32,79.35,29.29,5046.77,52.06,65.71,95.0,97.87,72.58,28145.16,49.87,2082.26,56.06,88.71,414.68,1771.61,3003.87,14475.81,18.71
2025-12-13,F2,Austin Fab,341.13,61225.81,79.39,29.23,5041.94,52.16,65.77,95.0,97.88,72.45,28112.9,49.68,2080.65,56.16,88.77,414.19,1769.03,2999.68,14464.52,18.77
2025-12-14,F2,Austin Fab,340.81,61161.29,79.42,29.16,5037.1,52.26,65.84,95.0,97.88,72.32,28080.65,49.48,2079.03,56.26,88.84,413.71,1766.45,2995.48,14453.23,18.84
2025-12-15,F2,Austin Fab,340.48,61096.77,79.45,29.1,5032.26,52.35,65.9,95.0,97.89,72.19,28048.39,49.29,2077.42,56.35,88.9,413.23,1763.87,2991.29,14441.94,18.9
2025-12-16,F2,Austin Fab,340.16,61032.26,79.48,29.03,5027.42,52.45,65.97,95.0,97.9,72.06,28016.13,49.1,2075.81,56.45,88.97,412.74,1761.29,2987.1,14430.65,18.97
2025-12-17,F2,Austin Fab,339.84,60967.74,79.52,28.97,5022.58,52.55,66.03,95.0,97.9,71.94,27983.87,48.9,2074.19,56.55,89.03,412.26,1758.71,2982.9,14419.35,19.03
2025-12-18,F2,Austin Fab,339.52,60903.23,79.55,28.9,5017.74,52.65,66.1,95.0,97.91,71.81,27951.61,48.71,2072.58,56.65,89.1,411.77,1756.13,2978.71,14408.06,19.1
2025-12-19,F2,Austin Fab,339.19,60838.71,79.58,28.84,5012.9,52.74,66.16,95.0,97.92,71.68,27919.35,48.52,2070.97,56.74,89.16,411.29,1753.55,2974.52,14396.77,19.16
2025-12-20,F2,Austin Fab,338.87,60774.19,79.61,28.77,5008.06,52.84,66.23,95.0,97.92,71.55,27887.1,48.32,2069.35,56.84,89.23,410.81,1750.97,2970.32,14385.48,19.23
2025-12-21,F2,Austin Fab,338.55,60709.68,79.65,28.71,5003.23,52.94,66.29,95.0,97.93,71.42,27854.84,48.13,2067.74,56.94,89.29,410.32,1748.39,2966.13,14374.19,19.29
2025-12-22,F2,Austin Fab,338.23,60645.16,79.68,28.65,4998.39,53.03,66.35,95.0,97.94,71.29,27822.58,47.94,2066.13,57.03,89.35,409.84,1745.81,2961.94,14362.9,19.35
2025-12-23,F2,Austin Fab,337.9,60580.65,79.71,28.58,4993.55,53.13,66.42,95.0,97.94,71.16,27790.32,47.74,2064.52,57.13,89.42,409.35,1743.23,2957.74,14351.61,19.42
2025-12-24,F2,Austin Fab,337.58,60516.13,79.74,28.52,4988.71,53.23,66.48,95.0,97.95,71.03,27758.06,47.55,2062.9,57.23,89.48,408.87,1740.65,2953.55,14340.32,19.48
2025-12-25,F2,Austin Fab,337.26,60451.61,79.77,28.45,4983.87,53.32,66.55,95.0,97.95,70.9,27725.81,47.35,2061.29,57.32,89.55,408.39,1738.06,2949.35,14329.03,19.55
2025-12-26,F2,Austin Fab,336.94,60387.1,79.81,28.39,4979.03,53.42,66.61,95.0,97.96,70.77,27693.55,47.16,2059.68,57.42,89.61,407.9,1735.48,2945.16,14317.74,19.61
2025-12-27,F2,Austin Fab,336.61,60322.58,79.84,28.32,4974.19,53.52,66.68,95.0,97.97,70.65,27661.29,46.97,2058.06,57.52,89.68,407.42,1732.9,2940.97,14306.45,19.68
2025-12-28,F2,Austin Fab,336.29,60258.06,79.87,28.26,4969.35,53.61,66.74,95.0,97.97,70.52,27629.03,46.77,2056.45,57.61,89.74,406.94,1730.32,2936.77,14295.16,19.74
2025-12-29,F2,Austin Fab,335.97,60193.55,79.9,28.19,4964.52,53.71,66.81,95.0,97.98,70.39,27596.77,46.58,2054.84,57.71,89.81,406.45,1727.74,2932.58,14283.87,19.81
2025-12-30,F2,Austin Fab,335.65,60129.03,79.94,28.13,4959.68,53.81,66.87,95.0,97.99,70.26,27564.52,46.39,2053.23,57.81,89.87,405.97,1725.16,2928.39,14272.58,19.87
2025-12-31,F2,Austin Fab,335.32,60064.52,79.97,28.06,4954.84,53.9,66.94,95.0,97.99,70.13,27532.26,46.19,2051.61,57.9,89.94,405.48,1722.58,2924.19,14261.29,19.94
2026-01-01,F2,Austin Fab,335.0,60000.0,80.0,28.0,4950.0,54.0,67.0,95.0,98.0,70.0,27500.0,46.0,2050.0,58.0,90.0,405.0,1720.0,2920.0,14250.0,20.0
2025-09-01,F3,Albany Fab,390.0,71000.0,72.0,38.0,6000.0,40.0,55.0,91.0,96.8,100.0,32500.0,90.0,2450.0,44.0,80.0,470.0,2200.0,3650.0,16500.0,10.0
2025-09-02,F3,Albany Fab,389.73,70950.0,72.03,37.97,5995.0,40.07,55.07,91.03,96.81,99.87,32476.67,89.73,2447.67,44.07,80.07,469.67,2198.33,3646.67,16490.0,10.03
2025-09-03,F3,Albany Fab,389.47,70900.0,72.07,37.93,5990.0,40.13,55.13,91.07,96.81,99.73,32453.33,89.47,2445.33,44.13,80.13,469.33,2196.67,3643.33,16480.0,10.07
2025-09-04,F3,Albany Fab,389.2,70850.0,72.1,37.9,5985.0,40.2,55.2,91.1,96.82,99.6,32430.0,89.2,2443.0,44.2,80.2,469.0,2195.0,3640.0,16470.0,10.1
2025-09-05,F3,Albany Fab,388.93,70800.0,72.13,37.87,5980.0,40.27,55.27,91.13,96.83,99.47,32406.67,88.93,2440.67,44.27,80.27,468.67,2193.33,3636.67,16460.0,10.13
2025-09-06,F3,Albany Fab,388.67,70750.0,72.17,37.83,5975.0,40.33,55.33,91.17,96.83,99.33,32383.33,88.67,2438.33,44.33,80.33,468.33,2191.67,3633.33,16450.0,10.17
2025-09-07,F3,Albany Fab,388.4,70700.0,72.2,37.8,5970.0,40.4,55.4,91.2,96.84,99.2,32360.0,88.4,2436.0,44.4,80.4,468.0,2190.0,3630.0,16440.0,10.2
2025-09-08,F3,Albany Fab,388.13,70650.0,72.23,37.77,5965.0,40.47,55.47,91.23,96.85,99.07,32336.67,88.13,2433.67,44.47,80.47,467.67,2188.33,3626.67,16430.0,10.23
2025-09-09,F3,Albany Fab,387.87,70600.0,72.27,37.73,5960.0,40.53,55.53,91.27,96.85,98.93,32313.33,87.87,2431.33,44.53,80.53,467.33,2186.67,3623.33,16420.0,10.27
2025-09-10,F3,Albany Fab,387.6,70550.0,72.3,37.7,5955.0,40.6,55.6,91.3,96.86,98.8,32290.0,87.6,2429.0,44.6,80.6,467.0,2185.0,3620.0,16410.0,10.3
2025-09-11,F3,Albany Fab,387.33,70500.0,72.33,37.67,5950.0,40.67,55.67,91.33,96.87,98.67,32266.67,87.33,2426.67,44.67,80.67,466.67,2183.33,3616.67,16400.0,10.33
2025-09-12,F3,Albany Fab,387.07,70450.0,72.37,37.63,5945.0,40.73,55.73,91.37,96.87,98.53,32243.33,87.07,2424.33,44.73,80.73,466.33,2181.67,3613.33,16390.0,10.37
2025-09-13,F3,Albany Fab,386.8,70400.0,72.4,37.6,5940.0,40.8,55.8,91.4,96.88,98.4,32220.0,86.8,2422.0,44.8,80.8,466.0,2180.0,3610.0,16380.0,10.4
2025-09-14,F3,Albany Fab,386.53,70350.0,72.43,37.57,5935.0,40.87,55.87,91.43,96.89,98.27,32196.67,86.53,2419.67,44.87,80.87,465.67,2178.33,3606.67,16370.0,10.43
